title,title_comment,comment
Henry Danger,Nostalgic and Entertaining,Comentario no disponible
Henry Danger,Did NOT Disappoint!,"I was a little skeptical as it started. The storyline and the unexpected difference in Henry's personality at the beginning. It felt lacking outside of the entire cast and setting of the tv show, but as the movie unfolded it was very enjoyable to watch Henry learn his lesson and form new relationships. WE LOVE FRANKINI!!

Jasper and Henry's friendship is special and it was perfect that it took center stage for this production.

The ending was unexpected and... awesome... it was like being wrapped in a big hug! My daughter's and I have been longtime fans and hope that there will be further developments very quickly to continue the story!"
Larry the Cable Guy: Remain Seated,Terrific Film,This is a brilliant film for all fans and viewers to watch and enjoy. The crew did a splendid job in creating this film. I enjoyed watching most of them returning for this film. The storyline of this film was fine enough and had enough direction all the way throughout this film. The cast selection was terrific. They deeply committed to the storyline and to their respective characters. The chemistry that was really displayed throughout this entire film between the cast members could have been a bit better and stronger but it was alright enough. All of the cast members have improved a lot in their careers. Ella Anderson was fully spectacular as the antagonist. I would gladly be turned into a vampire and be on her side.
Larry the Cable Guy: Remain Seated,Disappointed should have never made this movie without captain man,Comentario no disponible
Larry the Cable Guy: Remain Seated,Somewhat Effective Nostalgia Bait,Comentario no disponible
Larry the Cable Guy: Remain Seated,So dissatisfied,Comentario no disponible
Larry the Cable Guy: Remain Seated,Feels Bad!,Comentario no disponible
Larry the Cable Guy: Remain Seated,Not Good at All,"This was not what me or my family was expecting to see at all! This movie does not match the spirit of the TV show in any way. It's too dark and lacks that familiar Henry Danger humor. If there is a sequel, I hope it's more like the show. The characters were pretty horrible in this. TV Henry Danger was a great character for kids and this version is just bad in every way. The plot of the movie is okay, but without the goofy fun we are all used to it just felt like a low budget movie that tried too hard. The effects of the movie are in line with the television show (with maybe a little bit of an upgrade.)"
Larry the Cable Guy: Remain Seated,Was great for nostalgia but not the best,Comentario no disponible
Larry the Cable Guy: Remain Seated,Nostalgic Comeback That Feels Good,"This is the long awaited film about Henry Danger and I feel it is worth the hype. The series has been a staple of my childhood and it's good that it actually got a feature length film. The end of the original show has left plenty of room for Henry's story to continue and this definitely was the continuation we deserved. It focuses on Henry's journey now in Dystopia and getting entangled with a super fan. It does have some feel of the original but a little more serious. Seems to have matured with those who grew up with the original series (like I did). Thundermans Return had the feel of the original Thundermans series but doesn't feel like it matured with those who grew up with the original series. Henry Danger the Movie does seem to be emotionally tense at times and leaves you sitting at the edge of your seat, feeling like a couple two parter episodes of the original show. It does have some multiversal themes to it as we see a couple versions of the characters that aren't like what we've come to know. It does seem to tease a future installment. I like to see another film or two with more of the original cast of the original Henry Danger returning with everything we saw in this. This comeback does feel good!"
Larry the Cable Guy: Remain Seated,Oh boy!,"I'm going to start off by saying that I'm not a fan of the Henry Danger Show that aired on Nickelodeon. I did like it as a kid, but it is one of those kids show that hasn't aged well for obvious reasons, so when I heard about this movie, I knew it was going to be bad. Well, I just finished watching the movie and it was just as bad as I expected it to be.

Positives for Henry Danger: The Movie (2025): I can see fans of the show having some dumb fun with the movie. That's all I have to say for the positives.

Negatives for Henry Danger: The Movie (2025): The main plot of the movie is really dumb to where it felt like someone from Paramount was scrolling on the internet, found someone's dumb fanfiction and decided to convert it to a movie. The characters are just as stupid and nonsensical as they were in the show. The villains are laughably terrible where I could beat them with a single punch. The dialogue is cringe worthy and feels like a first draft. And finally, the movie ends on a note that teases a sequel or new tv show that will be just as stupid as this movie.

Overall, Henry Danger: The Movie (2025) was clearly not made for me especially since I hate the original show and while I understand that it was made for kids, I've seen kids movies and tv shows that scan be for adults and kids."
Larry the Cable Guy: Remain Seated,Glad I wasn't disappointed.,Comentario no disponible
Larry the Cable Guy: Remain Seated,DON'T WASTE YOUR TIME!,Comentario no disponible
Larry the Cable Guy: Remain Seated,Made for Children,"I felt like I was watching a Saturday morning made for children TV show. It was so bad and I'm not even halfway through it and I don't think I can finish it. It is so juvenile and pointless. I am surprised this is on a streaming service and being promoted so heavily. It's a little better than a cartoon. The storyline is meandering, and there is no continuity. The only part that I enjoyed was Ariana Grande's brother. Frankie Grande was fun to watch and the only redeeming character in the movie. The writers should've done a better job of explaining the backstory. Not everyone knows these characters and storylines. They jumped in the middle of the action, assuming that everyone watching knew these characters already."
Larry the Cable Guy: Remain Seated,I love this!,Comentario no disponible
Larry the Cable Guy: Remain Seated,This is SO good!,Comentario no disponible
Larry the Cable Guy: Remain Seated,FEELS GOOD!,"Fans of the show have been waiting for a Henry Danger movie since 2017 and it's finally a reality. After waiting so long, I really didn't know if the project was really going to meet my expectations. However, after watching the movie, I can confirm that Henry Danger: The Movie is made for fans of the original show. It's an incredible experience and has much better special effects than the series. The soundtracks used in the movie are also excellent, as are the action scenes, which are wonderful. The end of the movie suggests that we'll see more Henry Danger projects in the future. 10/10. Feels Good!"
Larry the Cable Guy: Remain Seated,Really good,Comentario no disponible
Larry the Cable Guy: Remain Seated,The movie was sooooo good (better than expected),"Ever since I heard there was a Henry Danger movie coming out, all the way back in 2018. I was so exited, even though I had to wait 7 years lol. The CGI was incredible and I liked how they had some aspects from the show and put it into a superhero movie. The movie added some new characters like Missy and Coach Greg which was nice. Charlotte bring in the movie would have made it a little more like the show but I'm not complaining. The movie gave Henry more of an adult view which showed him being more of the superhero. Only thing I didn't like was some of the jokes, didnt hit the same as the show but idrc. 10/10 must watch."
Larry the Cable Guy: Remain Seated,Better than expected!,Comentario no disponible
Larry the Cable Guy: Remain Seated,Watch this movie ASAP,Comentario no disponible
Larry the Cable Guy: Remain Seated,Best movie it helped relive my childhood 😅😅,"The Henry Danger movie is definitely a 10/10, and here's why. As someone who watched the show, the movie brought back everything fans loved but made it even bigger and better. It had action, comedy, and emotional moments that made it fun for everyone, whether you were a fan of the show or not. First of all, the movie stayed true to the show while also giving us something new. The show was always funny, exciting, and full of great characters, and the movie gave us even more of that. Captain Man and Kid Danger were as amazing as ever. Their jokes and teamwork were so fun to watch, and their bond felt stronger than ever. It reminded fans why they loved these characters so much, but it also showed them growing and facing bigger challenges. It felt like we were seeing a new side of them, which made it special. The story of the movie was another reason it was so great. It didn't feel like just a longer version of an episode-it felt like a real adventure. The stakes were higher, the danger was bigger, and the villain was actually really interesting. The action scenes were exciting, but there were also some twists that kept things surprising. The movie also had emotional moments that made you care about the characters even more. The pacing was just right, so there was never a boring moment, and it kept you hooked the whole time. One of the best things about the movie was how it worked for everyone. Fans of the show got to see their favorite characters and fun Easter eggs, but new viewers could enjoy it too because the story stood on its own. It was the perfect mix of old and new, which is really hard to do, but they nailed it. In the end, the Henry Danger movie was everything fans could've wanted. It was funny, action-packed, and even emotional at times. It showed how much effort was put into making something that would make fans happy, and it's a movie that will stick with them for a long time. It's easy to see why so many people loved it-because it was just that good."
Larry the Cable Guy: Remain Seated,It was nice,Comentario no disponible
Larry the Cable Guy: Remain Seated,I can't wait for the Sequel! Especially to have our MAN in it!,Comentario no disponible
Larry the Cable Guy: Remain Seated,FINALLY! We cannot wait for another!,"We have waited forever for this to finally come out and even though I promised my 16 year old daughter I would wait to watch it with her, I couldn't help myself. We binge watched all the Henry Danger episodes leading up to yesterday. I have a few hours before the rest of my house wakes up. Maybe I will just watch the movie again then again when she wakes. I am ok with that. I cannot wait for another movie now. I can only assume there will be another due to the last few minutes of this movie. I have to say I am happy it ended the way it did. We will be impatiently waiting news confirming this and even more so impatiently waiting it's release!!"
Larry the Cable Guy: Remain Seated,Nostalgic and Entertaining,Comentario no disponible
Larry the Cable Guy: Remain Seated,Did NOT Disappoint!,"I was a little skeptical as it started. The storyline and the unexpected difference in Henry's personality at the beginning. It felt lacking outside of the entire cast and setting of the tv show, but as the movie unfolded it was very enjoyable to watch Henry learn his lesson and form new relationships. WE LOVE FRANKINI!!

Jasper and Henry's friendship is special and it was perfect that it took center stage for this production.

The ending was unexpected and... awesome... it was like being wrapped in a big hug! My daughter's and I have been longtime fans and hope that there will be further developments very quickly to continue the story!"
We Are All for the Fatherland,,
If Only,,
Sofía Niño de Rivera: Exposed,,
Bangkok Buddies,,
Women at War,Inaccurate but still good,"It's a good French series about the involvement of women in WW1 on the French side, through the prism of four prototypal characters: a prostitute with a son in the army; a runaway competent nurse; an upper-class lady with a shady past; and a nun.

The story of the four characters intersect and find a common destiny in a French town near the front, confronted by the horrors of war.

Some of that conflict was well depicted, other elements, maybe not so much. Historical accuracy is not the main element here (e.g there were no gas attack until 1915, whereas all the action takes place at the beginning of the war in 1914).

The depiction of war wounds, the moral of troops, the insufficient equipment (no helmet) and the treatment of the wounded seemed pretty spot on though.

The action and acting is all good if a little over-dramatic and forced at times.

There will be no second season. This is a mini-series and this is all there is to it."
Women at War,Strong acting but shmaltzy writing.,"I watched this in French w/ English subtitles, to best hear the actor's cadences for their role. From the beginning we had acting of the highest order, with (once again) Audrey Fleurot giving a standout performance, as she did in ""The French Village"". In fact all the acting was good to excellent. This leaves one with the impression that talent and craft are at the highest level with French Thespians. The production values were OK, though the battlefield scenes seemed lacking. But weakest of all was the writing: It was predictable with an inclination towards the melodramatic, and in some cases extremely so. This was an excellent example of superb acting almost elevating the production from so/so to good. Almost, that is."
Women at War,Masterpiece of episode,"This French miniseries brings us back in the beginning of the First World War between Germany and France. Many stories are packed here and lot of dramatic turns are shown.

The locations in the French Vosges of Alsace are beautiful. The costumes and sceneries were wonderfully created so that everything came very authentic here. The main actress and actors delivered an outstanding performance and should earn high respect inclusive the director.

The last two or three episodes were the best in my opinion when scene by scene was full of surprises and emotions. This war showed again how useless it is and how cruel it was during these war times. God bless all innocent soldiers who died for their country. 7/10."
Women at War,Very enjoyable,"I didn't have high hopes for this show when it popped up on my screen, but it turns out it's pretty addictive. Tells the tale of four women in various stations in life interacting and intersecting each other's lives in the early days of World War One in France.

This is a very well made series, good acting, writing, great costumes and sets. The show has a melodramatic, slightly unreal aspect to it, making for a dreamy high end soap opera feel. That's not a bad thing, it was low key mesmerizing at times.

I wish there were more miniseries of this caliber available on streaming services instead of the usual garbage shows."
Women at War,Great French WW1 soapie.!,"This show makes for compelling viewing thanks to extraordinary acting, beautiful scenery & sets with overall high production standards.

Even though the villains (most of the male characters) are often too evil to be real, the actors are so good at making us hate them that they somehow seemed quite believable though disgusting. The 4 female leads are very good-looking, appealing women caught up in such dire situations that it was easy to empathise with them, hoping one day they'd eventually find joy. Music soundtrack was good - always helping the story reach emotional highs. Compared to most of the tripe dished up as must-see-entertainment this one was GOLD!"
Women at War,Another great French soap period piece,"If you watched ""Bonfire of Destiny"" you'll be pleased to see the same three actresses ( plus a new one) and Director, at it again. This time it's 1914 and WW1 has started. A prostitute, a nun and a ""criminal"" abortionist are the main protagonists. And, yup the baddies are mostly men. But it's played out dead seriously which allows the plot weaknesses to be smoothed over.

Audrey Fleurot leads the way with her wonderful mane of red hair. And flaring nostrils! She's so good at playing strong characters who are always interesting even when flawed.

It's also one of the rare movies that show WW1 before it ground down to bunker warfare. It seems the French uniforms were ""decorative"" while the Germans, practical as usual, were colorless. Zut Alors!"
Women at War,Terrible in a good way,"I want to focus on the fact that this serie really catches the horrible moments of war in such a way I think noone can go away untouched. The screams are just horrific, If I didn't know it was on TV I could swear it was real.

I have to say it's really well made, great acting from everyone. And the fact I finished this before even thinking of looking at the last of us says it all.

This isn't an American production where everyone is cool and wounds are no match.

France has done it, it's horrific and tense, but you just need to watch to the end. Not sure you feel any better, but you definitely feel something."
Women at War,Disappointing ending but what a wonderful story!,"The different stories are interesting and not farfetched. Most of the actresses and actors are excellent. The four main characters are so different from one another, what makes the story even more captivating. I binge-watched it and loved it... until the end of the episode 6.

The last two episodes were indeed very disappointing: they lacked realism and were sickly soppy. Example: would it be possible that a high-ranking officer, at war, receives a prostitute in his office and helps her, several times? Finally, the end is just unrealistic and too sentimental to me.

What a shame as it is a super story showing the great value and capabilities of different women during wartime."
Women at War,Entertaining historical drama,"If you like historical series with beautiful cinematography you're going to like this.

Acting is great, the characters are likable and it has a good storyline. Maybe that there are too few episodes to really develop a connection with all of the characters.

I also noticed that all of the main characters are very beautiful which may not be realistic but on the other hand all of them are great actors so I don't mind,

I especially enjoyed the first 5 episodes, the last episodes were a bit unrealistic and ""American"" with some cheesy lines and dramatic music. Especially since I prefer European series over American, who tend to be too much of everything for my taste. But overall it was an entertaining well made series and I finished it in two days!"
Women at War,Too much fantasy,"The female combatants are beautiful and play well, although sometimes their expressiveness is exaggerated.

The war scenes are naively rendered and unbelievable. The scenes with all those wounded and mutilated soldiers moaning and wrapped in bandages, would not be true, something is false and artificial.

The plot is too thick, too many coincidences, too many events exaggerated and broken from reality. No president of a country comes to the place where fighting is going on, on the front line, to decorate four women, one of whom is a prostitute. Yes, a prostitute, but who has a wonderful mother's soul.

The series keeps you captive, you are curious how it will end, what will be the denouement, it is exciting from this point of view, but much of what happened is not believable, there is an excess of coincidences and situations, which have no real support and seem inappropriate and illogical, defying reality. Too much fantasy."
Women at War,10 out of 10 for a French prod!,"This french mini-series has it all: the storytelling, the acting, the pace, the actors, the production, the score, the camera.

Being from Luxembourg, I know what I am talking about, as I followed MANY other french series.

I cannot and do NOT wish to spoil ANYTHING about the plot: discover it for yourselves and get surprised.

Of course, it is a HUGE advantage being able to watch it in its original FR-version.

Hint: it is not for the faint of heart.

Enjoy it simply. I binge-watched it within 1 day and a half.

I gave it a straight 10 out of 10, which is EXTREMELY exceptional.

Superb success for my French neighbors, period."
Women at War,Melodramatic attempt to portray women's experience of war. But does it honour ordinary women?,Comentario no disponible
Women at War,Soap opera with very little realism,"Silly sentimentalism and flagrant absurdities. I am on episode 6, so I cannot say that I watched the whole series, but after episode 3 already, husband and I already felt that the coincidences, the crowding of off kilter characters and seesaw events signaled a poorly cooked soap opera plot that unfortunately destroys the otherwise laudable efforts of production. Solid actors, great costumes, gorgeous photography and decors, but the characters are cartoonish, the dialogues often clichés (I speak French, but my husband does not: we are watching the show in French with English subtitles.) and anachronisms abound in this ridiculously pompous stew. A FRENCH VILLAGE, the WW2 French series whom some reviewers compared this show to because of the presence of Audrey Fleurot in both shows, is far superior on all fronts: realism, compelling characters and a believable plot. This Women At War thing is simply not believable -period."
Women at War,Thank you. Or should I say merci.,"Acting is superb. Cinematography and scene staging is excellent. Storyline is good enough to be engaging. Nice to see a quality series that isn't from the U. S. And while the dubbing isn't the best its adequate. Thank you. Or should I say merci.

Acting is superb. Cinematography and scene staging is excellent. Storyline is good enough to be engaging. Nice to see a quality series that isn't from the U. S. And while the dubbing isn't the best its adequate. Thank you. Or should I say merci.

Acting is superb. Cinematography and scene staging is excellent. Storyline is good enough to be engaging. Nice to see a quality series that isn't from the U. S. And while the dubbing isn't the best its adequate. Thank you. Or should I say merci."
Women at War,A very good series,Comentario no disponible
Women at War,Could have been better,"Poor writing and over use of melodrama ruined what could have been a fine production. The plot, as in ""Bonfire of Destiny"" - which also starred Audrey Fleurot and Julie de Bona - was extremely dense. It was unrealistic and some of the coincidences were really excruciating.

There was a lot of fine acting. That really saved the series, and I have to admit that having got to about half way, you really wanted to know how it ended, so it does hold your attention.

However, as the story progressed, the melodrama became steadily worse. Also the heroic achievements of the women leads became too far-fetched."
Women at War,Tres Bien,"Absolutely fantastic!!! A great story line and well organised. The story flies beautifully with all four main female characters well cast and evenly featured in the plot, a very difficult thing to achieve.

I loved it; entertaining, interesting and emotional these attributes are superbly blended to achieve this most wonderful series.

I binged watched it I could not resist. Thank you for your story, it's portrayal and englightening presentation. Thank you for excellent casting, acting and sheer brilliance. I've not enjoyed a series like this in a long time, my deepest sincerest gratitude to you all."
Women at War,Well done but...,"This is a French movie set in the early part of World War One. You can tell it's a French film because it is somewhat biased against the Germans but so am I and I'm not even French. Mainly, what I wanted to mention was that you can tell this was written by a woman. All but 3 of the men characters are some level of bad and many are despicable. That being said, the acting is good for the most part. The writing is decent. It has some historical chronological flaws. The costumes and vehicles give an authentic feel to the movie.

Some things were predictable to me. I can't mention which without a spoiler alert. It was still worth watching. I give it a marginal 7 stars."
Women at War,Fantastic and well worth the watch.,I'm not always one for watching a series with subtitles (as I don't speak French) but this series was well worth the watch. The characters as individuals were absolutely fantastic and as the series went on their stories intertwined showing how small the world actually is but also how divided it can be! There's lots of history behind people my age and we all tend to read the parts that make up the small parts but this show tells us the story of how women in an age where they were far less thought of came together and showed how good their strengths are. It's a fantastic show and a great story from a completely different perspective than the history books. Well done all involved. Just sorry there won't be a second series!
Women at War,Enjoyed it but the American dubbing was annoying,"So, the series itself was quite a good watch, I find anything WW2 really interesting, I think the show was well put together, acting was fine. So it was pretty good overall.

The voice overs were matched pretty well so that made for an easy watch too

The bit that ruined it for me though is the fact that both French and Germans were dubbed with American accents .. that's really annoying because it didn't give the show much dynamic/ variation and sometimes was confusing knowing who was who.. so when you've got a German and a French person talking to eachother, they are both sounding American. It's a bit weird."
Women at War,Great flick!!,"I really enjoyed this show. It portrays war time struggles really well. I was disappointed that the issues they showed the women facing were extremes instead of everyday issues the majority face. It focused on abuse in the Catholic Church, the effects of outlawed abortion, prostitution, crooked men and lesbian relationships causing issues with the front lines of war as opposed to tearing young men away from families for war. Women are able to win battles without being lesbians, whores or weak given in to manipulation. Of course then it wouldn't be an exciting show I suppose, or we'd have to get more creative than the norm these days."
Women at War,About to start but my concern is why are,"The four principal actors all facially attractive? A random selection of four people in any town or village is unlikely to produce four glamorous faces. If we are to be invested in at least some degree of realism let's have historical drama look real. There are further consequences related though to the film and television industry more generally. To what extent are roles given on the basis of showreel only for auditions in the first place? With thousands of aspiring actors struggling to live adequate lives, their Industry continues to adopt the Hollywood model of selection. And we know how that can turn out."
Women at War,Lavish production,"Money was spent on this. Sets were excellent, costumes were authentic, location was fabulous. There wasn't a ""cast of thousands"" but the extras must have cost a fortune.

There was no way that this was not going to turn into a melodramatic telenovela or soap opera though. Our four principal women were virtuous against a world of wickedness. They were fighting not only the Germans but evil men and women on their own side.

Coincidences abounded, secrets were found out, confidences betrayed. But we knew how it would end up - everything would turn out well in the end for our heroines. It simply has to in this sort of series.

Did I hate it for that? Absolutely not. I followed it all through.

I watched in French with the help of English subtitles as I'm going a bit deaf. I don't think this programme could possibly work at all with dubbed American accents."
Women at War,Stunning Series with Great Acting and sets,"This French miniseries was fantastic.

The main characters drew you in from the start, 4 great actresses who made you care what happened to them and whether they would survive. Each of the protagonists had a detailed and interesting storyline

The directors did a great job of showing the chaos of the early months of the war, the French solders only had cloth caps at this point, not helmets - and the front line in the forest was very fluid, all very realistic The beauty of the country and forested Alsace region that they were figting over, combined with the stunning uniforms of both sides and attention to detail provided a great spectacle.

There is a lot more to this series that could be told, please make a series 2!"
Women at War,A Civilian's Perspective on WWI,"Following the success of films such as 1913 and All Quiet on the Western Front, Netflix took a chance on a WWI French limited series (8 episodes) that follows four Parisian women in 1914 France as their lives intersect - Marguerite, a Parisian prostitute (Audrey Fleurot), Suzanne, a feminist nurse (Camille Lou), Agnes, Mother Superior of a convent (Julia De Bona), and Caroline, a house wife propelled to command her husband's family factory (Sofia Essaidi).

The miniseries covers the waterfront on tone - melodrama, love, lust, depravity, immorality, graphic violence, reversals of fortunes, reversals of misfortunes, hopes, betrayals, plot torques, and sufficient intrigue to add this series to the suspense genre as much as it sits squarely in history and drama.

The performances by the four female leads were unflinchingly nuanced, as were the performances by the equally compelling ""lead"" male cast ensemble. Cinematographer Jean-Phillipe Gosselin used his full tool box with every type of shot, angle, lighting and color saturation choice, and mis-en-scene. Laurent credited creator Cécile Lorne with the designs for the fascinating characters and noted that, while the characters were fictional, the crew included two historians (Laurent also kept military advisors on the sets). This series differentiates itself from most war films in that it is a portrayal that starts with a civilian perspective.

This series had little marketing and is currently Netflix's number 2 or 3 show in the US as of today by word of mouth. It is a definite recommend. My only criticism is of the last 5 minutes of the entire series - it was way too melodramatic, and I did not like the writers' choice for the fate of one of the characters. The other 6 hours and 47 minutes are well worth the watch. @netflix."
Sword Art Online,"Great first half, unfortunate second half.",Comentario no disponible
Sword Art Online,Not a masterpiece but worth to watch,I would not call this anime a masterpiece but it really is something. Surely there are better anime's out there. But if you like game and vr stuff then it's totally worth your time. I watched all 4 season. I didn't like season 2&3 that much. But season 4 was a beast. As the release date is out I am waiting for season 5. Although I think it's overhyped but you can enjoy.
Sword Art Online,Instantly Hooked,"With the help of a friend, as well as Sirlionhart's Let's Play of Hollow Fragment, Sword Art Online became the first Japanese Anime that I got into. Closest things to Anime prior that I watched were Avatar: The Last Airbender (Some don't really consider it anime as its American, but its based off it) and if you count movies, Spirited Away. But back on topic.

After my friend showed me game-play of Sword Art Online: Hollow Fragment, I decided to check out the series on Netflix and I was instantly hooked. It was humorous at times, very deep and emotional, and really epic. The characters are likable, the story is amazing, the music, score and theme songs, awesome.

I understand that a lot of people don't like the show, and I see the reasons why. I was disappointed when the First Story Arc came to what seemed like a sudden and rather quick end (Which is the reasoning behind me not giving the show a perfect 10 score). I honestly wouldn't have had a problem with different Story Arcs if the first season had focused on just one (Much like ABC's Once Upon a Time, because I think the Story Arcs were rather good.

But overall, I am really glad that I got into the show. It may not be perfect, but I liked it and I really look forward to Sword Art Online 3 as well as the movie (that is, if they have officially been announced rather than rumored)when they come out."
Sword Art Online,Pretty Decent!,"In the year 2022, thousands of people get trapped in a new virtual MMORPG (Mass Multiplayer Online Role Playing Game) known as Sword Art Online. Where death normally causes you to respawn to a safe zone, Sword Art Online was reprogrammed to kill anyone who dies in the virtual world. The only way to exit the game, is to defeat the final boss. Eager to escape this virtual nightmare, a lone beta player called Kirito fights his way through each floor of the game; however, this lone wolf soon recognizes the need for companionship, and the cost for his freedom. In the end, SAO Season 1 was packed full of mythical virtual excitement, beautiful animation, wonderful orchestral pieces, and intriguing character development. Even if you never watch SAO Season 2, SAO Season 1 is a must see for any Anime enthusiast and deserves a solid 10.

Sword Art Online Season 2, brings us back to the mmo virtual world. However, unlike SAO Season 1, the first half of SA0 season 2 is primarily based on a gunslinger motif known as Gun Gale Online,

In a virtual world comprised of guns and bullets, Kirito, uses a female avatar whilst duel wielding a violet energy sword and a 5.7mm FN Five Seven handgun. Not long after his experiences in Alfheim Online, Kirito is asked to assist in finding a mysterious player called Death Gun who is targeting the best players in the game, and is some how killing them in the real world.

Though we reunite with some familiar characters in the past, GGO introduces a sexy sniper named Sinon who uses a PGM Ultima Ratio Hecate II which is a .50 caliber anti-material sniper rifle. As awesome as this season has been, it does lack a few of the intense emotional elements that made the first season so amazing. (Ex: The romance that developed between Kirito and Asuna, or the intense rage Kirito expressed to certain members of Laughing Coffin)

Upon the conclusion of SOA season 2 mid-season finale, we are brought back to Alfheim Online where we are reunited with everyone in Kirito's party from SOA season 1. After a brief 4 episodes, the remainder of the SAO season 2 focuses on an entirely new guild known as the ""the sleeping knights"" guild. In a desperate attempt to achieve the unachievable ""the sleeping knights"" request Asuna's help after assessing her combat skills in a duel against their strongest member Yuuki.

Growing up on anime, I have seen my fair share of classics, but the beautiful atmosphere, the breathtaking music, and the fantastic character development has quickly made SAO my favourite anime series. That being said, those who were a fan of SAO season 1 will notice an almost different atmosphere in SAO season 2. Personally I feel that SAO season 1 was better because the second half completely fed off the first half of the season. However, SAO season 2 had what appeared to be 4-5 parts. Although this introduces us to new characters, the plot felt a little scattered as it lacked the kind of consistency and the emotional build that was provided by SAO season 1. Overall, the second season of SAO was not fantastic, but I still believe it deserves a 7."
Sword Art Online,An amazing show!,Comentario no disponible
Sword Art Online,Amazing anime,"This anime is very good, the story and fight scene is awesome. All the arc is perfect especially Alicization arc. You must watch this anime once in a life"
Sword Art Online,Stunning story up to episode 14!,Comentario no disponible
Sword Art Online,How does this get such a good reputation,I finished the first two seasons now and I'm actually wondering how this show got its good reputation in the anime scene. I mean the first 6 or so episodes were entertaining and I was curious how it all plays out but as soon as they leave the soa game the show just got stuck into a boring love story and doesn't really seem to get out of it at all. The fights are mediocre and the characters are very linear and flat written. The world building doesn't really exist after the first few episodes and the story overall just isn't really exciting I feel like. I probably won't watch the next seasons since my expectations aren't really that high.
Sword Art Online,Overhyped but good,In the overall anime I think it's overhyped. But still I enjoyed it though.2&3 season was kinda gloomy to me but season 4 was a beast. Most of all what I like the most in this anime is kirito and asuna's love story. Everything is good but my main motivation is kirito x asuna. You should probably give it a watch.
Sword Art Online,"Exciting from the start, but kinda lost the magic by time",Comentario no disponible
Sword Art Online,It's the wet dream of the creator. Ultra-powerful hero conquers monsters whilst accumulating a horde of scantily-clad females who are helplessly in love with him.,Comentario no disponible
Sword Art Online,"Wow, just amazing.","This anime is Amazing. Watch it now. I can't even explain this... Sword Art Online is ridiculously well made, so far. A lot of anime have a good start but end horribly but this anime has an incredible start and only time will tell of the end. However, I believe that this anime will finish very well. I don't want to reveal much about the show but the main character Kirito is awesome... Just go watch this show. Now. You wont regret it trust me. I don't know if I'll be able to survive waiting a week for each episode. All I have been doing so far is praising the show but I'm dead serious the characters are awesome, plot is awesome, the idea of the show is very interesting as well. I HIGHLY recommend this show and I know this isn't the most detailed and persuading post (I don't wanna spoil anything), at least I don't think it is but this is a very good show. You will get hooked from episode 1, I promise. My brother and I aren't crazy anime fans, we probably are now because of this show but he saw someone post on a website that an amazing new show is going on air and well, he was right."
Sword Art Online,"A great anime, especially for video game fans!",Comentario no disponible
Sword Art Online,Perhaps the most overrated anime of all time.,Comentario no disponible
Sword Art Online,Great anime series,"So far I've seen the first dozen of episodes. It goes without saying that this anime is very beautiful and with strong memorable characters. I was hesitant at first to watch this because of the video game theme. But it's a very mature show for what is contrary to what it appears to be in first glance.

Teenage boy Kirito gets stuck in a futuristic MMO game and together with other players in his situation they have to beat the game to be set free or die in the real world.

It's not the typical action packed anime, although it could turn into another Naruto/Bleach/OnePiece of ridiculously overpowered action heroes, I think a better description so far would be a tragic romantic sci fi show. I can't remember when I've seen so many characters die in an anime in such a short succession.

Anyway don't miss this, I'm glad I didn't. There are very few animes these days that make me want to see forward for the next episode."
Sword Art Online,Anime made for RPG gamers.,"Well I have to say, this has got to be the hardest anime to review and rate that I have come across so far. It is one hell of a mixture. But I did had a great time watching it, was very entertaining and that is what really matters.

On the plus side, I loved the setting/premise, a world where virtual reality has been perfected and MMORPG's truly come to life. The RPG gamer in me was really happy while watching this anime. DAMN I wanted to be in SAO so bad. The animation was great, especially that of the action sequences. I loved em. Coupled with amazing soundtrack, they really became epic. Protagonist was very likable and cool. The heroin was hot. :p

Now on the bad side, the anime felt really rushed in the beginning. It actually felt like I skipped an episode couple of times. Would have been better if they stretched out the first arc into 24 episodes or so, would have been much better. It got a little too much lovey dovey too later on, which was off putting. The side characters were good BUT they got very less screen time, way too less. It was like the anime forgot about them. And then there was the second arc. It didn't suck as bad as many said it would but still it was nowhere near as good as the first arc. IT just didn't had the same feeling as the first arc. The setting in it was cool, had a lot of Final fantasy vibe to it. But the love stuff was lame and pointless.

As for the rating, well I would give it like:

First arc (1-14 episodes) 8.8/10.

Second arc 6.5/10.

Overall, despite its flaws, I somehow still found it to be very enjoyable and was engaged in it a lot. 8.3/10."
Sword Art Online,Watching this is as crucial to your existence as learning how to breathe!,"This anime was nothing less than a masterpiece (and, believe me, I don't throw that word around lightly). I'm not a gamer and yet I found every aspect of SAO appealing: the special skills, the slightly complicated workings of the VRMMORPG(s), the character designs...everything was top- notch. While the idea of creating an anime which focuses on characters playing a VRMMORPG isn't entirely new/original, I believe that SAO manifests the most flawless depiction of such a series.

From the onset of the anime, Tomohiko Ito intrigued me with a plot line so gripping and characters so relatable and admirable that I would undoubtedly watch every last episode of this anime. The phantasmagorical world that he created left me wishing that there was some possibility that it could be real sometimes and the love shared between the two main characters was so heart-rending that it made my heart bleed. This anime illustrates the whole scope of human emotions/relations within a mere 25 episodes AND features quite a bit of character development. Furthermore, it presents a completely fleshed-out and fulfilled story which leaves no ""what ifs?""...it ties up all loose ends and then redirects to give you a look at the lives of even some of the minor characters.

This isn't just an anime...it's a true work of art! 100/10 You've gotta watch this! :D"
