title,title_comment,comment
Monty Python's Fliegender Zirkus,A Feeling of happiness,Can you get any funnier this really shows people they we'rent just known in England but Germany as well. Imagine that they not only took time to look through the German landscape but also learned the language. Saturday night Live certinley would not go that far to do something like that. Real classic gems. I wish they would have made more of them.
Two Fathers,,
Fastest Car,"Has potential, needs some tweaks to be great",Comentario no disponible
Fastest Car,It's all about the people.,"It's not about the race. It's about the people and their cars. Each episode introduces us to four new drivers (plus friends and family). The show is about their stories, which unfold as they prepare their cars for a 10 second drag race; three sleepers (souped-up piles of junk) against one bona fide supercar. The people and the cars are what the show is about. The race is just how each episode ends. If you want to watch racing, pick a different show."
Fastest Car,Better than I thought it would be so far,"Definitely a really well done show. There's a lot of focus on the people behind the cars- their motivations, back story, and what they hope to accomplish from the race. You get to learn a little bit about the cars and what's under the hood, but it's not just about trying to match up cars with known quarter mile times and racing against a supercar that also has a known quarter mile time. That certainly wouldn't be good TV. Instead, it's about drivers, their sleeper cars, and stories about real people.

I enjoy fact that the supercar drivers aren't just ""rich assholes"" looking for kicks. They have their own stories as well, and the contrast with the sleeper car drivers is certainly interesting."
Fastest Car,Brilliant,"I turned on Fastest Car to just see some drag races, but what I found was the most moving back stories of sleeper car enthusiasts and their families. By the the time they finally got round to race at the end of each episode I was so invested in them emotionally (and dying to know which car will win!). What a great show, here's hoping for a second season."
Fastest Car,Fastest Depression in the World,"While it's interesting to watch these cars and the effort that goes into them... Why oh why does every driver have a son story and end up in tears!?

Driver 1 ""I'm doing this for my dead mother"" que tears.

Driver 2 ""my wife divorced me"" que the water works.

Driver 3 ""my best friend's dog passed away"" que the deluge.

That's pretty much every episode. It starts to grind on your gears (excuse the pun)."
Fastest Car,The People,"What is great about this series, is the people and their stories. Not only is the Fastest Car filled with neat vehicles for gear heads, but it features amazing stories of struggle and perseverance. I love this production."
Fastest Car,Overload of American-style dramatisation,"In typical American reality-TV fashion, there's an endless amount of cheesy dramatisation and very little actually working on the cars. Everything is so painfully , it feels like the show is made for people with IQ below 70; Supercars owners are intentionally chosen and framed to be as obnoxious as possible and the underdog car builders are have the same repetitive sob-story. Way too much BS and way too little racing and building."
Fastest Car,"Cars, drama and changing the image of people",Comentario no disponible
Fastest Car,Amazing show,Like most people I just wanted to see somedrag races but this show is so well produced it is much much more than 0-100
Fastest Car,Lossers,Comentario no disponible
Fastest Car,A bit played up,"The show is about 40 minutes of talking and 30 seconds of racing. The owners of the cars talk about their ride and what they've done to it, but it seems very repetitive and drawn out. There's a lot of build up for 30 seconds of racing"
Fastest Car,I'm so happy season 2 is here,I love this show. I know nothing about cars but don't care it's REAL and good. Care is put into the production of telling the stories and it really shines through. Love this show please make season 3 FASTEST !!!
Fastest Car,"Not bad, needs some work though...","Ok, it's a great idea, and they almost pulled it off, but there are a few problems. Firstly, a sleeper car is something that doesn't look like it's modified too much. Some of the cars were proper drag cars, virtually none of them were sleepers. Secondly, one race right at the end of each show?! Come on guys, you've gone to all this effort to get these cars to the track, let's see some more races. Thirdly, all the individual episodes were held on a tarmac runway, and then you hold the final on dirt!!!??? What the hell were you thinking??"
Fastest Car,Skip to the last 7 minutes if you only care about the race.,Comentario no disponible
Fastest Car,Great car show,Loved it added the real story's behind the cars great viewing hope Netflix do another series of this great job.
Fastest Car,"Overconfident talk, underperforming cars",Comentario no disponible
Fastest Car,Formulaic but a great premise.,Love this show. I especially love watching bad ass ladies destroy supercars. Love seeing boxes race against supercars. Such a cool idea. More please.
Fastest Car,Why Does Every Racer Have A Sob Story?,"My wife died My baby died My Husband died MY dog died.

I'm a girl I want to prove a point.

....same story evey episode, gets a bit tiresome."
Fastest Car,Gets me pumped,"Love watching this show it gets me pumped up and inspired to work out in the shop, lol. I like the Back storys and there build storys, gives insite on both the driver and there car . You better appreciate the race after each persons story. Very fun to watch. Need more shows like this."
Fastest Car,Fun show for car fans,Comentario no disponible
Fastest Car,Less sob story and more car please!,"Its a nice idea. Three sleepers against a Supercar in a 7-day build-up to a 4-car quarter mile drag race. There are some great (and surprising) cars, clever engineering, and the determined persistence of the participants to get that last drop of power to deliver on the day. However, the producers wring every bit of tear-jerking blah-yak out of the back stories, which makes for really painful viewing and keeps the skip button within thumbs reach. I'd like to see the same concept of program in a more serious form, that goes beyond this quasi-reality/drama genre of programming. There are exceptions, but be prepared, the majority of the Supercar drivers in the episodes are the most obnoxious, OTT, excessive characters I have had the misfortune to watch. I hope the concept gets re-hashed at some time in the future into a more palatable viewing experience."
Fastest Car,Amazing,"Loved this show, watched it all in one day. The only downside was the false starts in some of the races but nevertheless very entertaining. Can't wait for season 2!"
Fastest Car,"Great show, one complaint...",Comentario no disponible
Fastest Car,A little disappointed,"Spend 90% of the show talking about the people who build the cars, don't show them working on them much if at all, and then a 30 second race at the end. Was sort of hoping this would have more racing and putting cars together"
Fastest Car,A documentary about people (and their cars),"'Fastest Car' was, unexpectedly, an intensely engrossing show. The presentation, where they introduce each person (and their car) initially one at a time, makes them seem like hard core competitors, each of which have their own prejudices and misconceptions. But then they return to them after showing the hardships they have faced and the core values which motivates them. In the end, it only matters who wins because of the intense joy and validation it provides the winner. But everyone goes home a winner, learning something valuable with each race."
Monty Python Conquers America,,
Another Self,,
Lou,,
Chloe,,
Patriot Act with Hasan Minhaj,,
I Am a Killer,No remorse,"I've been watching this series lately, some of the people you feel sorry for. Most of them forget what they've said, then try to change it around. As for the crying only one had real tears. The others were just making sobbing and sniffling sounds. How can you grin when talking about killing someone? No pity."
I Am a Killer,Some good/some bad,Some really interesting episodes and some that seemed more to serve as a he said she said. Good documentary style with relevant interviews.
I Am a Killer,"This shows is almost like a parole hearing, decades after a headline grabbing murder took place","For over a decade I have an interest in anything having to do with true crime. And this with an empasis on jails, prisons, the justice system and court trials. This has led me to read numerous books like prison diaries, forensic science and even autopies. Apart from that, I have seen many of the available prison shows from ""MSNBC Lockup"", ""Locked Up Abroad"", ""Hard Time"", Werner Herzog's ""On Death Row"", ""Behind Bars"" and off course the many shows available on Netflix... Finally, I am follow a lot of murder trials on e.g. ""Law & Crime Network"".

So it probably doesn't come as a surprise that I watched ""I am a Killer"" with a big interest.

What I really like about this show is that it goes beyond showing or reenacting the acts. It is completely based on interviews with not only the inmate, direct family, counsel, prosecutor, victim's family and even the judge. So far as I know it is the only show that even goes back to the inmate allowing him/her to hear all the opinions of those parties.

Not seldom we see tears of anger or regret. The latter could be fake, but it exactly these emotions that make this show special.

The sentenced inmates are also ones with very violent crimes - often murder - whereby the facts took place several decades ago. The inmates interviewed therefore have already been in prison for quite an extensive period. And regularly these inmates are even on death row. This whereby those inmates will be likely in the last stages of their appeal's process, thereby coming close to the point where an execution date will be set.

What makes the third season of ""I am a Killer"" very interesting is that it tries to challenge the viewer in thinking of what exactly is justice. And whether there even may be situations that certain inmates are not guilty or are serving a too big a sentence. Especially in episodes 1-4 from season 3, you will start to think of this ""what is justice""-question...

I was a bit disappointed that the third season only contained 6 episodes instead of the regular 10. But since Netflix nowadays seems to come with some ""surpise releases"" of additional episodes - like they have done with e.g. ""Stranger Things"" and ""The Sandman"" - I still hope that we may get some additional episodes of ""I am a Killer"" in the next few weeks or months.

From reading the above, you may have already understood my enthousiasm for this show. I think it clearly deserves a rating of 8.1, rounded down to 8 stars. I most certainly hope that Netflix will keep releasing new seasons, whereby I also hope that in the future we will again get the usual 10 episodes per season."
I Am a Killer,"Yup, its binge worthy","I skipped over it many times because why would I want to hear from death row inmates? But its now my current favorite show. Very well made with equal time given to each side of the story so that the viewers fully understand what happened. This isn't a show about some liar criminal pleading innocence in the face of evidence proving guilt, they know they are guilty - its often the full story that wasn't told or isn't widely known that will pull you in and that makes it such a good show. As someone else said and I will agree with, prepare for a roller coaster of emotions - and yes, you'll likely shed tears more than a few times."
I Am a Killer,One word Wow!,"One of the best documentaries series, interviewing death row inmates, the idea is so amazing, once you start watching you can not stop. You will go through seesaw of emotions."
I Am a Killer,"Cool concept, but really frustrating to watch...","I really like the concept of talking to death row inmates, but the editing is annoying and frustrating. Why am I watching paint dry up-close, a girl pressing broccoli on the register, coffee being poured, flags, birds, water, snow e.t.c It made me wanna smash the tv and keep fast forwarding."
I Am a Killer,Captivating insight on a handful of death row inmates' cases,"A great binge-worthy show that discusses the motives and circumstances behind selected death-sentence cases. Some reviewers seem angry because ""nobody should be interested in a killer's side of the story; they're killers"" but I think that's where they're wrong. In almost every episode this documentary tells the story behind both sides of the party, the prosecution and the killer, and leaves the viewer to make up his own mind about the case and the punishement.

You will not get bored."
I Am a Killer,Disgusting campaign of disinformation,"This show tries hard to be balanced but it consistently plays the murderer as the victim. The stupid and unneeded slow shots of a local restaurant or park are silly fluffs to add more airtime and minutes to the show. Maybe, just maybe, 2 of these men deserved the life penalty they had their sentence commuted to. Otherwise, this show is absolutely subject and hard to watch. These people killed other people. As much as Netflix tries and frame it, they killed somebody and violently."
I Am a Killer,"Season 3, bring in the nut jobs!","Season 3 rolls out the red carpet for the nuts, and it's not just the criminals.

First episode, the sister tries to prove the killer's innocence despite overwhelming evidence, then convinced her to clam up.

Number 2. Nutty convict correspondent befriends death row inmate probably so she can see another execution. First sentence out of her mouth ""I was the first Italian woman to witness an execution"". Yeah, riiiightttt... All the prisoners have the typical M. O. blame drugs, abuse, blackouts. They all are right where they are supposed to be.

Feel no sympathy for them, they are pathological, violent, and blame everyone but themselves. This show does one thing well; it cements my belief in the death penalty and why we need to make the process more efficient."
I Am a Killer,A fascinating series.,"This is a fascinating, and at times unnerving series. I binge watched the whole of series one in a day, and have series two to look forward to.

I'll start by saying, I am British, so understanding some of the legal system in the US has been challenging, but this has informed me of a lot of things.

You have to appreciate the variety of people they interview, they chat to a range of people, different crimes, different personalities, even different intelligence levels.

Some are genuinely unnerving, and you will leave feeling happy they're locked up, one really did get to me though, Kevin Foster, that one stuck with me, he's the one so far I've had a degree of sympathy with.

These are well produced, well edited, and punchy, they don't drag, they certainly don't bore you, these are instructive and fact based.

A chilling watch, these are binge worthy. 9/10."
I Am a Killer,Interesting Psychological Study,"I Am a Killer is an interesting documentary Netflix series in which convicted murderers describe the circumstances leading up to and the execution of their crime. The killers also generally describe their upbringing and other contributing factors. Friends, relatives, law enforcement and victims families are also interviewed to give alternate perspectives. Questions of guilt and innocence are often left ambiguous as a result of the multi-valent examination of the crime.

I generally do not like shows like this because they often glorify criminals, or at least profit off of their actions, but I Am a Killer does give something significant in return. Like few other shows, this show gives you a very realistic eye into the psychology and contributing factors that give rise to murderers, and is indeed very enlightening in that regard. In most cases, child abuse and substance abuse play substantial roles. Often the murderers seem to be expert liars and manipulators, it is impressive when watching this show to see how fragile the truth can be. Also interesting is the colossal bad judgement displayed by many of these people.

This show is a hard watch, in every case the murders, victims, families have their lives completely shattered. It is worth it, however, if you are interested in shattering many of the misconceptions and myths you may have about violent criminals."
I Am a Killer,Very powerful,"This show provides a humbling insight into what makes a killer, and how their actions have impacted themselves and others. It's an eye opener into how easy it is to look at people who have committed horrific crimes and label them monsters, but in almost every case they have suffered in horrible ways as children, often abused by those closest to them and denied the love and nurture a child needs, and are products of their environments."
I Am a Killer,Slow but interesting,"If the sad piano music is intended to make me feel sad for everyone involved, it's not working. The only thing these murderers regret is getting caught. It's a good documentary, worth watching. What would have made it a fantastic 10 star show would be watching each and every one of these sadistic killers swing at the end of each episode."
I Am a Killer,"Too much ""filler"" stuff!","I love shows like this, but boy did they get it wrong when editing this series. Instead of just focusing on the story, they give us these long drawn out shots of random things. Boats drifting down ocean front property, trees billowing, restaurant workers pouring coffee and serving up the next order of fries. Really? Aye, aye, aye...I was ready to bang my head against a wall. Instead of this looking creative, it only ended up being completely annoying and taking away from the story. This is the sole reason for the low rating of a ""3"" from me. Sorry Charlie. Boo Hiss."
I Am a Killer,"Total ""Onion"" show","By that, I mean, as you watch each episode, more and more layers of the onion are revealed. Incredible study of human nature. Drug abuse, manipulation, desperation, criminality all leading to murder. I was mesmerized watching this series. If you're a fan of Lockup, Cops, Live PD or any crime dramas, do yourself a favor and watch the first episode. I guarantee you you'll end up binging this series."
I Am a Killer,Really loving it,"Interesting crimes, welp paced, just an overall wonderful show. They unravel each story perfectly AND add interviews with KEY players. It's well worth your time if you like true crime."
I Am a Killer,Please watch the far superior Life & Death Row on BBC,"I've just watched this series on Netflix and whilst it's great film making and interesting subjects, this is essentially a rehash of a far superior documentary series on BBC called Life & Death Row.

Some of the crimes and subjects are already investigated in the BBC version (aired 2014), even certain shots and the soundtrack seem lifted from the original.

I am interested to understand how two shows can be made so similarly and why it hasn't been picked up by the IMDb faithful! Let me know your thoughts once you've caught up with the BBC version."
I Am a Killer,Some you feel sorry for others...,"I really enjoy this docu series. It's hard to watch though I don't agree with those that say it's ""binge worthy"". For me I need to watch something funny after because it's often very dark and sad. I need a break between episodes. Some of these guys (the murderers) you genuinely feel sorry for, others are total POSs. You can tell right off the bat who is lying and who isn't. This series really highlights how our justice system is about keeping people in. Not rehabilitation."
I Am a Killer,Episodes are hit or miss,"This first season was decent and certainly higher quality than most of the true crime shows being produced by the truckload recently, though still full of faults and highly variable episode to episode. The second season saw a big dropoff in quality, to the point where many episodes were unwatchable. The show relies entirely too much on captions between shots in order to tell a story, which comes off as amateur and unsuitable for the subject matter. It felt so hacked together and rushed that even blatant typos even made it through. Compared to similar series like Werner Herzog's On Death Row or BBC's Life and Death Row, this series isn't even on the same planet in terms of quality."
I Am a Killer,I've Never Written a Review Before...,"But as a forensic psychologist who has worked many years with offenders in max, I must say this is a highly insightful, accurate and well-balanced series. The series appears to accurately represent the spectrum of situations and personalities who populate corrections as the result of murder. Fairly presented without unnecessary sensationalism. The format of initially questioning inmates and then circling back four months later was excellent. The forensic psychologists included presented themselves professionally and credibly. Great job and kudos to those responsible for this series. Thank you!"
I Am a Killer,Watchable,"It's not that bad nor that great, it is slow here and there, and not really engaging but, watchable.

7/10"
I Am a Killer,Editing issues,"This is an outstanding series that shows more of a complete picture - not black and white at all. Each episode consists of interviews of the convicted person and others involved in some way. Mainly writing here because of quite a few reviews complaining about editing issues such as showing scenes that don't seem to have a lot of relevance to the story, broccoli, etc. I feel that those types of scenes are needed for some down time so that the viewer can process the various view points and issues being addressed."
I Am a Killer,No Logic at all,"I know each case is different, different lawyers, different states (even if USA is 1 country??), jurors, judges, circumstances etc etc.

But halfway throught the first season, i see a guy in a love triangle gone bad and a weakminded guy trespassing and ending up shooting an old lady, both recieveing a deathrow sentence.

Now i in no way want to judge otherwise, but i am asking if they are a menace to society, will they keep on killing? I think probably not.

Then there is this episode with a underaged guy killing in the name of satan etc bla bla bla, this person gets 40 years because he's to young to get the deathsentence (???) which releases him at around 60 years old and still pretty able to go and kill some more people in the name of satan.

Leaves me to ask which of these 3 guys i fear most and which of them has the best chance of release?

Not god (whatever that is supposted to be) but the law works in mysterious ways....

Overall a good series though, just a very wobbly justicesystem."
I Am a Killer,"Great Concept, Poor Execution","This is such an amazing and exciting idea for a show, but whoever filmed and edited this completely dropped the ball. Instead of focusing on the content of the murderer speaking, they continuously switch to random shots of dramatizations, irrelevant clips, whatever. They actually give significant airtime to the kitchen workers and waiters at the Beef O'Brady's while interviewing a guy there. It's very distracting and completely takes away from the content of the show."
I Am a Killer,Great take on the what makes a killer,"I thoroughly enjoyed every episode of this. Mainly becuase it really digs into the faults of the system, from how a child is left without the proper care growing up to becoming a killer. It's a vicious circle. It is also heartbreaking seeing all the lives destoyed by the deaths of the victims."
Brotherhood,The best reboot,"Fullmetal Alchemist was originally made in 2003 and after 6 years he received one remake following the original Manga.

While the first couple of episodes are done better in the original after the 12 episode the anime just blow up in one of the best writing adventure and history I ever seen. Every character receive a time to shine and the animation is fantastic even after 10 years.

You probably gonna love this."
Brotherhood,"No complaints, seriously. FANTASTIC.","Let's make one thing clear before I start this review, I have no experience with the previous incarnation of Fullmetal Alchemist. This series was my first foray into the world of FMA, & I must say, it is VERY excellent.

First off, the series has a huge cast of interesting & unique characters. They are each quite different from each other, and act in different ways. The way the series elegantly manages all the character's developments and story lines is a feat in itself. The series also has a fantastically crafted plot, filled with action, humor, & tragedy. Despite its mainstream appeal, it still maintains a mature tone that really grabs you.

The animation & art is top notch. You won't be getting any poorly edited sequences or grotesque looking art. The production values are great. I watched the series with the English voice track, and the dub did quite a good job. No complaints there. The soundtrack is excellent as well, particularly the opening & closing sequences that accompany each episode.

It goes on for some 64 episodes, & maintains your attention the entire time. It even manages to close everything up in a satisfying manner. A fantastic series. This show will make you laugh, cry, and even get angry a few times.

Loved it."
Brotherhood,So well executed,"Fullmetal Alchemist Brotherhood is amazing, I love every minute, the characters are great all of them receive a nice development, the voice acting is amazing too both dub and sub are great, animation and the choreography are awesome.

This is perfect series for anime and mainstream fans, just watch."
Brotherhood,Surpasses the original in almost every way,"This review is mainly meant for anyone who watched Fullmetal Alchemist and is either considering Brotherhood, has watched a few episodes and not liked it, or has read one of the negative reviews and was put off.

When I first heard about Fullmetal Alchemist: Brotherhood, I was skeptical. Seeing as the original Fullmetal Alchemist is the first anime I have ever completely watched and is the spark that ignited my obsessive love of anime that I have today, a redo seemed unnecessary to say the least. What could possibly be improved upon a show as fantastic as Fullmetal Alchemist?

With hesitation and doubt in my heart I started watching the series... and instantly hated it. I won't lie, my first impressions were not only that the show didn't live up to the original, but that it was also an abomination that was dancing on the grave of a greater show.

I cried, I screamed, I broke things, I didn't do any of the above because I'm exaggerating and not actually crazy, but I was still quite upset. The criticisms bubbled up inside me until I was frustratingly glaring at the TV appalled at such changes as Alphonse's voice actor, or a lack of the opening starting with the classic ""in those days, we really believed..."" lines from Al.

With each passing episode the insults to Fullmetal Alchemist seemed to grow, episodes that were lovingly crafted in the original series were apparently being lightly brushed on. Moments in the original that got me hooked fell flat in Brotherhood, and I was fed up and ready to write the letter of complaint to end all letters of complaint. But then, my eyes began to open.

Right around episode 13 where the plot of the two animes separates I started to think that this story might actually be good. As the episodes began to fly I realized that it wasn't good, it was great. After finishing the series I knew without a doubt in my mind that what I had witnessed was my favorite anime of all time. The story of Brotherhood is better than that of the original on so many levels that the two shows truly don't compare. After having my eyes opened I was forced to drop the rating that I gave to the original to an 8 simply because now I knew how much lost potential it had.

If you enjoyed the story of Fullmetal Alchemist, stick with Brotherhood and I guarantee you that you will not regret it. Not only is the plot and storyline vastly improved upon and more satisfying, the animation, music (in my opinion at least, some disagree), characters, and overall feel is far better.

Therefore, if you are a true fan of the original series don't give up on Brotherhood after only a few episodes like I was so tempted to do, it is a show that grows into something that will go down in history as one of the greats of animation history and you shouldn't miss out."
Brotherhood,A review from an NOT anime fan.,"I'm not gonna lie, I don't like animes, seriously since I was a child I never feel any type of interesting from Naruto or Dragon Ball, but this one, oh boy he really put the bar on a really high standard.

Fullmetal Alchemist Brotherhood is an anime that you can enjoy even without like animes(he really resembles the Avatar for me) the story is so well written I'm impressed with the alchemy a how close is from the actual alchemy, the animation is great, soundtrack is good and after the episode 19 I'm could force me stop watching, the plot is so entertaining that when i finished the last episode my spirit was elevated to the maximum.

While I don't know much of other animes this one is really impressive I definitely recommend."
Brotherhood,This series teaches a class on how to count a story,"Fullmetal Alchemist Brotherhood is a masterpiece, it's one of the best series of all time and definitely the best animation I ever watched.

Great action, voice acting and amazing animation. And the philosophy about this show is very powerful.

Overall:9,4/10."
Brotherhood,Just might be the perfect mainstream series,"Fullmetal Alchemist is, in a way, unique. It is very much a mainstream series, with the appeal of a huge cast of unique characters, action that commonly involves special powers, a fairly straight forward story with some mostly obvious symbolism, and a mix of comedy, action, drama, and even some romance. These are all common staples of long running anime series that lean towards a more commercial and public appeal. And yet, for a mainstream series, it manages to continually surprise with a very mature and serious tone. There is a great deal of tragedy and some moments are even frightening and memorable. Few series achieve such a perfect balance of mainstream entertainment and gut wrenching drama and tragedy.

Such was what I discovered when I first laid my eyes on the original FMA series. And yet, for all it's greatness, it began to flounder in it's second season. As many series do, it took on its own form and story, and it was at that point that it started to lose its charm. So, Bones did the smart thing. They remade it. For most series, this would be pointless, but for FMA, it's very much welcome. Five years after the original series ended and the manga has had time to grow, this new FMA is better looking, paced better, and follows the manga, expanding the plot in a better direction.

It's hard not to like anything about this new FMA. The action is fantastic and looks great, as it always did. We aren't subjected to single shots or poorly edited sequences. All the action is displayed and wonderfully animated. Likewise, all the charm is here as well, from the more serious scenes that fans will remember to the humor which is consistent and still funny. Bones took everything good about the original series and threw out all the bad, replacing those particulars with higher quality details. In a sense, it even feels like a new anime, and by episode 13, it has gone in a completely new direction.

A better developed story and characters, superior animation, and fantastic details. These are what make the new FMA an instant new-age classic. Like FMA was the first time around, the new FMA will be one of the top anime to watch out for in the states."
Brotherhood,I can't believe that took me so long to watch this,"""Shounen"" is usually described as being an uninspired genre made for kids, with sub-par watered-down thematic execution and repetitive plot elements.

Fullmetal Alchemist Brotherhood kills all these notions, it was the grandness a shounen has,but also has the thematic and philosophical crux, which the traditional ""edgy series"" have. The characters grow and develop, the cast is amazing and also is one of the rare Shounens anime that have indeed good female characters, story started simple but grows in a amazing and addictive way. Is smart without being overly dumb, it's a TRUE package that anyone cam enjoy."
Brotherhood,I feel like my spirit is elevated after having just finished the last episode.,"I've seen this show recommended by many sources. Finally I decided to watch it.

At first I was kinda disappointed. The first few episodes didn't make a huge impression on me. But as the story progressed and I got to know more and more fantastically written characters, the backstory started to unfold and alchemy expanded, it just got better and better.

At a point I suddenly found myself addicted to the show. When one episode finished, I immediately started playing the next.

The story deals with morally heavy themes. There is some seriously dark stuff in there. But there is also light. Once you experience terrible things in this show, it is truly cathartic to see some hearthwarmingly good things unfold as well.

This show will make you feel very deep feelings. I have to admit to be crying at some points. It is a true roller-coaster.

You will get so attached to the characters that after the series is over you will seriously miss them. That is a quality of a great show.

The scope of the story is bigger than anything I have ever seen before (no joking, the stakes are bigger than in any other fantasy / sci-fi).

You will find yourself truly rooting for the good guys, worrying about them, and cheering when they seem to succeed in combat against a foe.

If you want to be amazed, addicted, emotionally lifted, press the start button on this show."
Brotherhood,The Best Anime Ever,"Full Metal Alchemist: Brotherhood, I think is the best anime ever made.

First of all the the voice cast were chosen to perfection every voice portrays the character as who the were meant to be.

Secondly The Storyline was so well written compared to the first series. story flows wonderfully as we witness the journey the characters take and the many twists and turns that occur.

Characterization was also excellent. once again I will mention the voices but also the way characters interact with the complex guidelines of the world they inhabit.

And lastly the animation is very fluid no cheap faraway shots where the characters are talking but not moving which is used commonly(see Neon Genesis Evangalion).

I will finish by saying that if you are going to watch one anime in the entirety of your life time Choose Full Metal Alchemist Brotherhood."
Brotherhood,Pretty much the best show made in the history of mankind,"Ill explain why this is the best series ever made and why i feel worthy of judging that.

*Note that English isn't my native tongue* I've been addicted to series for like... forever. I could probably list at least 50 full series I've seen from all kinds.

If i told myself 10 years ago or so that the best series i would ever see was an Anime i wouldn't have believed it.

This series made me laugh out loud, cry and bring up pretty much every part of human emotion possible. The characters and story are pretty much flawless and there is little to none loose ends. There isn't a ""stormy"" story curve as many series suffer from - where the intro - mid part or ending is to short , to long or rushed. The pace through the entire anime is good.

The series does not suffer either from things like to slow riddles-to-answers rate (Lost *cough*) or to fast story.

All characters are developed in a brilliant way through the series.

Of all movies and shows I've seen in my lifetime - if i would have to recommend one single series to someone it would be this one without hesitation.

If i had an enemy i hated in real life more than anything - even i wouldn't be so cruel as to deny that person to see this show. I could deny them food instead and it would be merciful. Thats how good this show is.

One thing that was a major concern early on was that this show would be to childish and silly. Don't be deceived, it is very mature and some elements are even horrifying.

This is one of the only shows I've ever seen, where i haven't been able to personally come up with better ideas on how to make it.

Perfection.

See it.

I also recommend original Japanese voices with English text for best experience."
Brotherhood,"Losing my interest about halfway through, but -did- enjoy it.","It's waring on my patience, the more character's that get introduced, the pointless conversations, -completely- pointless sub-plots. It feels like a lot of this show is either localized in an incredibly contrived way, or there's quite a lot of filler.

Still, I really enjoyed the first 2 seasons (or Parts as Netflix is calling them) and due to the love this series has gotten I'll keep trying to watch. Not a -true- anime fan - I like Bebop, NG:E, Akira, took the chance on this and loved the charm and bounciness of the the plot of this show. I'll edit this if my opinon changes in some major way."
Brotherhood,A Fantastic Reboot,"Having been an avid fan of the first Fullmetal Alchemist series, i was highly apprehensive on hearing about this reboot, but the more i found out about the series, the more excited i became. I've always been a fan of the Manga, and the new series is being based completely of the manga storyline. This had be hooked, so i waited nervously for the first episode.

The new series features better artwork that resembles Arakawa's style more closely than the last series. There is more humour, especially Ed transmuting a spear-head into his face. There is a new soundtrack, which admittedly, at times doesn't work greatly, but with some getting used too, i'm sure it will grow on me. Overall, i feel this series is a fantastic reboot, and is verging on turning Fullmetal Alchemist into the series it should always have been."
Brotherhood,Truly one of the best Anime series that I've ever watched,Comentario no disponible
Brotherhood,Equivalent Exchange - Give time to watch = Pleasure out of it,Comentario no disponible
Brotherhood,It's better than the OG one? yes but some flaws too still 8/10,Comentario no disponible
Brotherhood,Best of all Anime and better than the earlier version,"I have seen both versions of Fullmetal Alchemist (Brotherhood) and both are good. In the first version (Fullmetal Alchemist), the first half of the series is really good. The fight between Edward Elric & Roy Mustang and the State Alchemist test taken by Edward Elric are notable ones. In second half, the story takes lots of twists and turns and I find it's not as impressive as the first half.

The second version (Fullmetal Alchemist Brotherhood) is sticking to manga and has the soul of the original story. It is an all-rounded anime with tightly knit fantastic story, humorous, action packed, dark at times and entertaining. In first half, character introduction, funny moments, action sequence, ends with almost no hope situation for our heroes. In second half, the story takes it's fast pace with more action and nail biting moments.

The decisions/resolutions taken by the Elric brothers at each step of their journey are clearly justified. All characters had their importance in the series, even the cute little panda and Yogi had their importance in moving the story forward. Usually when a character is introduced in the middle of a series, it stay far too superior/inferior to rest of the characters. But I like the way Olivier Mira Armstrong and Lin Yao gang introduced in the series.

Sometimes when I think of watching something, I start with any one particular scene in this series and ended up watching till the very end of the series. I don't remember how many times I watched it.

I have seen many anime in all genre (comedy, drama, action, adventure, thriller, slice of life, bloody ones, etc.) and in my opinion, Fullmetal Alchemist Brotherhood is the best in overall. So I give 10 out of 10.

When people asks me to suggest something to watch, I recommend this series without blinking. Either they say Animation is for kids or series are lengthy to watch without knowing how Japanese anime differs from Western animation. I would say one thing, watch at least couple of episodes and then you will understand why I recommend this series.

Suggestion: The first episode is more of an quick introduction of main casts. The actual story starts in episode 2. So it is OK to skip episode 1. Japanese audio is better than English audio.

Other suggested Animes: Cowboy Bebop, Death Note, Code Geass, Steins Gate, Hunter X Hunter, Attack on Titans, Samurai Champloo, Great Teacher Onizuka, Parasyte, One Punch Man (season 1), Boku no Hero Academia, Ghost in the shell (both movies & series, have complex plot), Shigurui (only adults, watch only if you are OK with violence & sex)"
Brotherhood,A Well Made Story.,"First let me say that the music/OSTs in this anime are just magnificent, there is not even one single bad opening! Every opening them is just so perfect that you can't stop listening to it! The background music is so goated! My favorite op is the 5th op ""Rain"" by SID and it's actually my all time favorite anime op, the greatest opening ever. But other than that the ""Fullmetal Alchemist: Brotherhood"" story about two brothers and their journey to try to get their bodies back is a perfect storytelling, with a great writing to every character and a really good characters design and a nice world building plus a fine animation. Something that I really like about this anime is that how they show you all this things about the military and how you can't trust people no matter who they are and all this thing with the dogs of the military etc... I also like the philosophy in this anime but I don't want to say too much here, so if you really wanna know what I'm talking about search on YouTube ""The Philosophy of Fullmetal Alchemist: Brotherhood"" there is a video there by ""Wisecrack"", I recommend you to watch it if you've already finished the anime."
Brotherhood,Fantastic.,"I have seen the entirety of the Full Metal Alchemist series that was produced in 2004. The series has a sizable cast which are unique and interesting in their own way. They all have specific characteristics which make them stand out from each other and sometimes oppose each other with their philosophies. This series does things that may others attempt to do. They manage to develop the characters and their story lines in a very beautiful manner. This series has one of the best plots that I have ever witnessed with just the right amount of action, humour and tragedy all excellently blended together to create a plot that keeps you wanting more from start to finish."
Brotherhood,Review from Fmab,Comentario no disponible
