title,title_comment,comment
Orange Is the New Black,"A mixed bag, funny, relatable, but also a deeply disturbing insight into how feminists view the world","The show will try and pass off the man hating and the uber women ideology behind the script as jokes but they are deadly serious.

Still if you can look past the extremist indoctrination there is much in this show worth watching. The characters are great, the dialogue is believable and enjoyable. The stories fun and light-hearted.

Worth a watch, just come prepared for the leftwing PSA"
Orange Is the New Black,"""We're in a school zone""",Comentario no disponible
Orange Is the New Black,"Not good, not bad","It was a nice show, but every time I started watching a new episode I kind of felt sad and depressed. Particularly Audrey seemed to be a bit too clumsy and overwhelmed, as if overdone. The rest of the moms were somehow more relatable. One point which I certainly didn't appreciate was that the fathers/husbands were portrayed as almost spineless. Whatever happened, they were always so calm and cooperative, which is nice, but not realistic. They seemed more as a background and always agreed with their wives, a bit silly.

There were good points of course, but in the attempt to seem realistic, it kind of didn't.

And I'm a new mom so the experience for me is still very fresh."
Orange Is the New Black,"Can't stop laughing, sympthazing, and watching!","My kids are teenagers and though I started watching Bc a friend recommended it, I thought I would be over it, not so! Every parent, even person, can relate to the truths of life's greatest gifts, moments, etc, not feeling like a great all the time! This is done very cleverly, with tons of heart, and just the right mixture of humor and reality. I suggest u try the first episode and watch how quickly you start bingeing it and counting the days for the next season!"
Orange Is the New Black,Waste of Time,"This is just a string of poorly thought through comedy skits. If this is what passes as award winning comedy in Australia, no wonder their shows struggle on the world stage."
Orange Is the New Black,A mixed bag of emotions,"I have just finished watching The Letdown Season 1. It is a hilarious Australian sitcom that depicts the awkwardness of parenthood. The show follows the adventures of Audrey, a new mum struggling to adjust to motherhood while navigating an oddball mothers' group. The show features excellent writing, powerful storylines, and a strong sense of authenticity which bring a nuanced approach to parenthood. Some have called The Letdown the most realistic depiction of motherhood on TV. The show vividly captures the twilight zone period of new parenthood, where life is turned upside down. The Letdown puts a comedic spin on motherhood, making it an affecting portrait of motherhood with spoonfuls of comedy. While the show has its moments of brilliance, it falls short in some areas, making it a mixed bag of emotions. Overall, though, The Letdown Season 1 is a solid show that is worth watching."
Orange Is the New Black,Makes motherhood look depressing...,"I get it... Parenting is hard... But doesn't it disturb ANYONE at all that there isn't a single episode in which she actually enjoys motherhood or enjoys a magic moment with her baby???! Yes, parenting is exhausting, but also SO worth it. This show only shows all the BAD... Makes parenting seem depressing... Was hoping for a more optimistic fun view... Only great moment was the SAHM performance in ""Career Day""! Now that was a good one!"
Orange Is the New Black,It's worth a watch up to season 2 episode 5,"Up until the last episode it tracked well with real life situations. The final episode was very formulaic. Like ""how do we end the show?"" With cliches. The age old problem of ""we have enough good material for a season and half but not enough for two full seasons.""

The acting is very good. Alison Bell does a great job acting; her voice, delivery and her expressions are very comedic. Often times I would laugh at loud from something she said and the way she said it.

I'd love to see Alison Bell featured in another show."
Orange Is the New Black,Sweet and funny.,I love this show so much!! I'm American and put on the subtitles so I wouldn't miss anything as the accents and slang are different. But the problems of new parents are pretty much the same as thirty years ago when I had my own babies. The writing is clever and acting exceptional. Thank you!
Orange Is the New Black,We need more series like this.,"I wouldn't usually write a review but this show is just so good. Most series and movies make things unrealistically perfect, I enjoyed how raw and honest this show is, relatable and real. It is refreshing to come across something like this, nothing is dolled up, it speaks to the human in us all. And it helps us to accept ourselves in our imperfect and messy lives. It shows us that it is okay, and I feel this is needed in the world we live in. Where there are unrealistic expectations created for ourselves to be a certain way because of what we see in mainstream television. The negative impact it has on us it not given enough attention to.

I loved Audrey's character. She made me laugh a lot. The humour in this series is brilliant! I wish there were more series like this out there."
Orange Is the New Black,Very funny,"I watched the first season before I became a mom and still thought it was hilarious. It was only after I became a mom and watched the second season that I got the pun with the title. Haha. This show is so much better than Working Moms. Worth a watch, regardless of whether or not you're a mom."
Orange Is the New Black,ALOT better than Canda's try.,"I loved this series so much, as a FTM to a 1 year old, I found it so relatable. I love that it goes through the struggles us mums have in such a raw but funny way. The writers and actors have done so well depicting this side of motherhood. It shows that mums can come in all different shapes and sizes and we do mess it up sometimes but we are trying our best! After I had finished this series on Netflix, I did watch ""Working Moms"" which seemed to be Canada's try on a similar story line, but compared to ""The Let Down"" they really missed the mark on theirs. 110% would (and have already) recommend!"
Orange Is the New Black,Good and bad,When it's funny it's good. Of course it has a tendency to veer heavily into truly angry savage man hating
Orange Is the New Black,Funny & Refreshing for Parents,I watch the first two episodes with my husband last night and we laughed so much. It is very serious too. I think parents will think its funny but others may not understand the humor since they have not gone through it. It is refreshing to see something so open to the challenges of parenthood. I am excited to see how far they take it. I hope they make new episodes
Orange Is the New Black,A beautiful and brutal true insight to motherhood!,I'm not sure ive ever witnessed a truer account of daily struggles of motherhood from all perspectives! Almost felt like I was watching from the inside out! Beautifully written and orchestrated and humorous yet achingly deep! Honesty is the best policy!
Orange Is the New Black,Irreverent look at first-time parenthood,It's hilarious - showing real humor when talking about the unanticipated realities of parenting a new baby.
Orange Is the New Black,Mums and Dads getting used to life with baby while mourning their old life,"This show is brilliant, very funny and relatable. I could relate to every episode in some way or form. The one consistent thing is no sleep for mum or dad and the constant advice from strangers to your parents!"
Orange Is the New Black,I love this show,Comentario no disponible
Badanamu Stories,,
How to Ruin Christmas,Good enough,It's an average mini series which is easy to watch but it lost me when they did the cliche trope of making the characters have a conflict which would be resolved in the 3rd act and what made it worse was that the conflict wasn't compelling nor unrealistic
How to Ruin Christmas,"Urban, Hip, very South African & realistic Fiction","It's just brilliant. If you've ever wondered what the rich and famous this side of the world get up to, This is it. The characters are lovable and believable"
How to Ruin Christmas,Fun,"Structurally imperfect but definitely not your typical Christmas romance glop. Funny, touching, dramatic and leaves you hanging, light hearted fun"
How to Ruin Christmas,Loved it!,This was an incredible tell. Seeing the traditions blended into a modern love story really was refreshing. Well done. I look forward to the series continuing.
How to Ruin Christmas,Disappointing,"I kept watching this show hoping it would get beter. The script is horrible and they trying too much. The first 3 minutes were so good I was about to share on my IG but the more I kept watching the more disappointed I become. Their is always room for improvement, work on the script and the acting and also the story line is all over the place."
How to Ruin Christmas,At last! A great South African series,"Heartfelt, relatable, considered characters. Well produced, consistent delivery on quality throughout. Simple but well-executed. I love me a good old fashioned rom-com, but this one had that South African flavour, so it felt like home! (Although less comedy than drama tbh) Common cultural issues were navigated with sensitivity and a light touch. Also, did I mention the outfits, sets and cars were high-class!?"
How to Ruin Christmas,A realistic funny show,"This show is comedy gold, especially for those who understand the culture and how weddings come about. There are some elements that do not work well in the show but they are not major drawbacks but I was in shreds for three episodes and the show managed to comment on how we often forget that the point of the wedding is not the spectacle but the two people getting married. I feel that some jokes will be lost to non-South Africans but it was a well executed show."
How to Ruin Christmas,Loved it!,Highly entertaining with depth to the characters and quality acting to boot! Also loved the wardrobe choices specifically those mauve bridesmaids dresses. The guy that played the cheating husband- brother could've been more attractive to make it more palatable/believable but I got over it. I didn't get why she brought the old guy with her to the other bar but whatevs. Looking forward to seeing more seasons!
How to Ruin Christmas,"Very cute, but...",Comentario no disponible
How to Ruin Christmas,Amazing,"Everything about this production is 120% the music, plot,acting !!! Konke nje love 120% Proudly South African .... I love how authentic it is, the americanized themed productions bore me shame."
How to Ruin Christmas,This just worked,"As a South African, I connected with this story at so many layers. As a young person, as a married person, as a person from the Township, as a person living in a city. The drama and story arcs for each character were hyper realistic in a South African context. The cast was also perfect for the roles, no one felt offish. I highly recommend it. I hope they used the same writers and directors for the follow-up."
How to Ruin Christmas,Feels pretty authentic,"From the speaking of so many different languages, to the throwback Kwaito tunes, to getting to see various cities in SA, How to ruin Christmas feels more authentic than most other mainstream African shows. The wild plots, humor, and sentimental moments make it easy to get hooked into."
How to Ruin Christmas,Great!,Great casting! Great acting! Great comedic relief!
How to Ruin Christmas,Entertaining and funny,"Nice series, not the best plot but l'd recommend it."
How to Ruin Christmas,Loved it,I absolutely loved watching this waiting for more episodes.
How to Ruin Christmas,Loved Seeing Tradition,"This was fabulous! Laughed and cried. For those of us who were denied the ability to continue important tradition, the end brought pride as well as sadness. Good show! Can't wait for season 2."
How to Ruin Christmas,See it for yourself,I thought it was fun and grittier than I had expected. Tumi needs a whop on the behind. Full grown but I can't tell. Relatable. Watching her struggle was painful ly funny. Want to watch it again
How to Ruin Christmas,Lmao,"If you can relate, you can relate 🤣 Really funny & good production quality. Well done guys"
How to Ruin Christmas,"Beautiful, fun, rich & effortless","The show effectively reaches the depths of real family pain points and true individual fxck-ups, while maintaining its foundation of humor and beauty, which is also how the main character moves. She's at the center of all of those struggles personally and at some point in the show's timeline, and there is no ""gotta love her,"" moment to balance when she's flat out wrong. It took no work to embrace each character as human, as they weren't presented as oversimplified for good, bad, or ugly (and it gets ugly!). The acting was impeccable and everything is gorgeous. The culturally relevant imagery and audio was rich, from the mixed-language script to the music, hair, and daily clothes to ceremonial garb. I loved it all and look forward to the next episodes/seasons!"
How to Ruin Christmas,Loved it,I loved it. I watched it three times. I have told people to watch it they enjoy it as well. It is so South African.
How to Ruin Christmas,Great Watch!,"I loved this! This was a nice story with the perfect amount of romance, fantasy and realness. Please add more!!"
How to Ruin Christmas,Such a ride!,There are masterful comedy moments with beautifully raw and sensitive moments. I'm glad I ignored it's overall rating and gave it a chance. It is a fun and uplifting series.
How to Ruin Christmas,Love it,Loooooove it! I just wish it were longer than 3 episodes
How to Ruin Christmas,Absolutely Loved It,Stunning.... everything from the cast to the production itself
How to Ruin Christmas,Left me wanting more👌🏿👌🏿,"The is not a lot of shows I can seat and watch with my wife and sisters in law..yes not even during Covid-19 lockdown and Festive season, this treasure however was able to kept us glued and left us wanting more, my wife rated it a South African 'Insecure', great performance from actors, it has humor...yes even South African kind, family scandals,drama,calture..it leaves you feeling happy that you don't have a family member like Tumi, at same time longing for her type of friendship,it's a shame it takes big distribution like Netflix to provide us with such quality talent+story telling SABC is clearly failing to provide"
Somewhere Between,Stick With It,"This is a strange little tale. It starts off badly, very badly. Hyper annoying children combined with some poor acting and a weak script almost had me close to turning off. Fortunately Episode 1 is no more than a premise set up and things improve significantly as the series progresses. An unbelievably drab looking Patton (still gorgeous) and Sawa as a burn out ex-cop do a decent job holding this together. It's not rocket science, but worthwhile for passing some cold winter nights in front of the TV."
Somewhere Between,Nice television series.,Comentario no disponible
Somewhere Between,[6.8] A bumpy ride,"A sort of lame mystery/drama series with sporadic good acting (besides Laura), somewhat interesting storyline, lots of cliched and useless dragging and an overall average flow.

It is not serious, doesn't have a thrilling vibe, but nevertheless, is mildly entertaining for a pass-time."
Somewhere Between,bad bad acting,"Goodness what a bad actress! Every move she makes is way over the top! The story is good but she is so over the top. Acting is about giving a subtle option to a situation. She is all over the place I think she needs acting lessons She needs to review her acting presentation She sighs all the time, her every facial expression is over the top which makes the viewer conscious of the fact that she is over acting. the other actors are OK which brings her exaggerated performance even more into discussion. enough!"
Somewhere Between,average show with a very bad acting lead actress,"This is not the most intense, most interesting TV show there is.. but it is not that bad as some reviews claimed.

The story is quite predictable as I get to episode four, I can already guess who is the bad guys here. The show has somewhat fast pace which is good, not much twist and turn but with some actions. This is a killing time kind of show. I can tell you there are way lots of garbage show in Netflix than this one.

The only thing that will hinder you from continue to kill time with this show is the lead actress - Paula Patton, i do not know how she became an actress, maybe the trend now is actresses cant act, singers cant sing..

She consistently has that ""trying-so-hard, over-the-top"" look on her face for the whole 10 episodes, her hairdo doesnt help either, she looks kind of old and haggard to be the wife of that DA guy. Even the child actresses (Serena & Ruby) acts better than her. And that Serena character is a spoil brat who is a constant pain to watch too. Seriously, Should have fired the casting director and probably the director for accepting such sub-par acting."
Somewhere Between,Give it a try & don't listen to all these bad reviews!!!,"Okay, so I actually NEVER review shows but come on people!? Somewhere Between is actually a really interesting show with dynamic characters and boat loads of suspense. I'm confused by all of the negative reviews.

No, I've never seen the original Korean series so I didn't have the same expectations going into this. However, I did read these reviews. I actually deleted my recording and wasn't even going to give it a chance. Thankfully my parents told me they loved it. So I watched the first episode... then the second... then the third. My only complaint? I can't binge the rest of the series yet.

Is it the best show I've ever watched? No. Is it good TV? Yes.

I recommend you give it a try as well."
Somewhere Between,Not a time travel movie,Comentario no disponible
Somewhere Between,annoying kid,Comentario no disponible
Somewhere Between,worth a watch,"I am glad i did not read the negative reviews before watching this show as i might not have watched it. I enjoyed every minute and was hanging waiting for the next weeks episode, It had its twists and turns that kept you interested week to week i have never reviewed a show before but felt that this show did not deserve all the negatives it is receiving if you like crime/thriller shows you should enjoy it"
Somewhere Between,Very Interesting,"I feel like this is one of those good series which will end up getting cancelled because of lack of enough viewership. It has a very good storyline which i like, if they manage to make it to season two they need to add more characters, i'm interested to see how the rest of the episodes will play out but for now it is a 7/10 for me."
Somewhere Between,Worst Lead Actress,Exactly as the headline states. Paula Patton's pathetic attempt at acting has ruined what could of been an astounding series. Her over the top facial expressions and emotional character reactions are beyond poor acting. It is such a pity as the rest of the actors would of pulled the story and show off and made it a 'Much Watch'
Somewhere Between,Edge of the seat stuff,"This series is very exciting. To emphasise a point about the bad reviews, a reviewer said the acting was bad. Ruby was given an award for this and her acting as a special needs child is superb. Serena was also very good but Ruby would have been a more difficult role. All the actors were very good. Their characters were convincing and believable. It kept me enthralled from beginning to end. Ignore the poor reviews as they are misleading and wrong. The style of acting suited the series as it was a thriller and dangers abounded."
Somewhere Between,Still watching,"I'm on episode 4 currently and will change the rating as necessary. I absolutely hate Paula Patton as an actress. If they give her too many lines, the movie tends to go downhill. It's better that she just try to be sexy and not act...... moving on.... it's a good story plot. But I can't stand movies with kids acting all grown and talking back. That little girl would've had a beat down a few times. That's it."
Somewhere Between,Good story but bad acting by leading female actors,Comentario no disponible
Somewhere Between,I always finish what I start!,"Ok. I watch a lot of tv. Having a son with depression and anxiety issues, I don't have much of a social life. I also am very eclectic when it comes to what I watch & am willing to try anything! If it's good it's good. I pride myself on formulating my own opinion but I must confess I do read some ratings before watching something. More to see what people say & how they express their opinions, rather than the rating itself! I have given this rating on the 1st episode, as I do agree somewhat worth a lot of you self appointed critics. In they there is a fanominal amount of over acting going on here! Also, yes the child actress is already getting on my nerves! That said, I think the plot & story has potential in it's idea. So I am going to keep watching & see where it goes. Will almost certainly rate it again when I finish the series!"
Somewhere Between,It improves..keep watching.,"I watched episode 1 and nearly gave up. So glad I kept watching it, it really improved. Episode 1 was so bad, maybe it was poorly put together, I don't know...but do watch after. The girls acting improves."
Somewhere Between,Good story with cliche plot lines and bad acting.,"The series starts out slow, I put the story develops nicely. Most of the acting is decent, but Paula Patton really can't act well. Even the kid actor does a more convincing job of acting than Paula Patton. Too many plot twists are cliche, corny and predictable, but still it was a good binge watch on Netflix."
Somewhere Between,Terrible Actress,"I agree with most of these reviews that Paula Patton is way to over the top in this series. It makes the show so hard to watch because of her. I believe the best part of the show is the actor playing Nico Jackson, everyone else is ridiculous. I quit watching after 4 episodes because I could t take Paula Patton's extreme facial expressions and unexplainable acting."
Somewhere Between,Don't Listen to those Haters,"I didn't read the review first. I watch episode 1 and didn't know if I was going to like it but since I have Kodi I watched the next 5 episode in row and was hooked.

To the reviewers that gave low stars - it is like going to a new restaurant and not having a great experience, you need to go back a couple of times until the kinks are worked out.

You need to watch more than episode to get a good experience and enjoy the show."
Somewhere Between,Hard to watch,"I gave it a fair shake but the acting is really bad , especially the little girl. Storyline and plot were sub-par as well."
Somewhere Between,So bad that I had to write my first review,"The story is very appealing and that's what got me into watching the series. As I'm writing this, I am finishing the second episode.

First two minutes into the show I thought how bad the acting is. I've seen the main actress in few movies and her acting skills were okay, pretty average but not bad. But in this show! Oh my! But let's be fair, no one acts good in this show.

Too bad for this good storyline."
Somewhere Between,It's actually very good,"Just finished watching the whole season with my daughter, we've been watching an episode each night for the last couple of weeks - and both thought it was really very good indeed.

Logged onto imdb to see what others thought and was surprised to see people giving it low marks, seemingly mostly from people who made up their mind after the first episode & couldn't get over the acting or 'annoying' kid.

Tbh I thought the acting was fine, especially good in the later episodes. Didn't find the kid annoying at all, she was adorable & did well, again moreso towards the end of the series as things got more serious.

The story was very good, kept twisting & turning and had us guessing throughout. Plot seemed simple at first but developed into quite a deep & rich story. Found ourselves emotionally compelled & attached to the characters & their plights.

What I also loved about this show is that it had a proper ending! Everything wrapped up - no silly ""keep this open for season 2"", it was a proper good solid story! Great :-)

So yes, give it a go & stick with it you'll probably be glad you did."
Somewhere Between,Ruined by lead actress,"This could have been quite watchable if not for the incredibly bad acting of Paula Patton.

Every sentence is over acted and you wish she would be the next to be killed. The script isn't great but would have at least been watchable with someone other than Patton. No likeable characters in the entire series.

This could have been quite watchable if not for the incredibly bad acting of Paula Patton.

Every sentence is over acted and you wish she would be the next to be killed. The script isn't great but would have at least been watchable with someone other than Patton. No likeable characters in the entire series."
Somewhere Between,Nope...,"I pretty much agree with what everyone else has said. Paula Patton's acting is way over the top. The ""daughter"" is a complete brat with parents that don't ""parent"". The story is way too chopped up and so far doesn't make a damn bit of sense.

Husband liked it so we're watching the 2nd episode but I've already mentally checked out."
Somewhere Between,Wow!,"Listen to the negative reviews. The acting in this is terrible and the child is irritating af and needs a proper slap. Can't even finish the first episode, I'm just sat eye rolling at every scene!"
Fadily Camara: La plus drôle de tes copines,,
Relatable,,
Table Manners,,
Toc Toc,,
Rocky II,,
El club de los buenos infieles,,
Always a Witch,Beautifully film teen novela,"Siempre Bruja is more of a teen telenovela than anything else. It's beautifully filmed in Cartagena, Colombia. I did enjoy the colorful landscapes and old Spanish fortress city. But teen dramas aren't really my thing. But I can see how many young people would liking this film a lot. I was hoping it had more of a comedic edge like Bewitch or a darker comedy instead of a Beverly Hills 90210 melodrama feel to it. It certainly makes me want to travel and visit this old city, its newer modern cityscape and experience the music, dance, colonial history and the street food vendors!

One of the reasons why I really love Netflix so much is that they bringing more international programming like this to the United States and to the rest of the world. I love their originals, but I also love this culture sharing that Netflix provides that Over-The-Air television has always failed to provide in the past. Hopefully this streaming company might do more than just entertain us, but break the American bubble of isolation and make our country a more internationally and culturally aware people."
Always a Witch,Please watch this in Spanish!,It's not bad! I really recomend to watching in Spanish with english subtext! Don't watch it bubbad! Estoy the culture and the beautiful Cartagena!! And the story too!
Always a Witch,Dreamy Esteban,"Pretty good series. I was able to binge it in a whole night. Series is great for teenager/young adult audience. The main actress was good. The character came out clueless sometimes but she is playing a young teenager. The actor who plays Esteban is so dreamy. He is my new tv character crush. I actually can't wait to watch some of his other work. If another season came up, I would love it just because of him."
Always a Witch,This could have been something..,"Gosh this looked like it would be magical. A black witch in 1600s Columbia (mind blown) casts a spell to avoid being burned at the stake and ends up in 2019 Columbia with the promise that if she gets an emerald to a witch there, that witch will end her back in time to before her love was killed in the 1600s. So Carmen does so and ends up in 2019. All is well but for the fact that soon after arriving and finding the witch to send her back, that witch disappears and is presumed dead. How does she get back now?

There are several problems with this series that might not bug you but bugged me. (1) for some reason, everyone on the show has the dialog dubbed. This makes everyone sound ridiculous. You will have an obviously latino man speaking like a white car commercial from the 1970s. It is horrible; (2) There is way too much talking about the baddie. They must say his name a zillion times but a lot of the story doesn't seem to advance the ball toward finding him; (3) there is just a modern day problem with this show... Carmen is a slave in 1600 and is in *love* with the slave master's son. It is hard for anyone in modern day to root for them to get together in the 1600s. You kind of want Carmen to stay where she is.

I do want to give them credit for doing a good job with someone from the 1600s coming to 2019. Carmen has problems adjusting but they are not over done. She learns fast and makes friends. I would put this in the watch for later queue."
Always a Witch,"Angely rocks as a beautiful, cool bewitched time traveler!","Solid production values for this first ever Columbian TV series I've watched. Initial episode was totally entertaining from the stake 'burning' to Carmen's arrival at a carnival atmosphere beach side celebration. characters and story held my interest. Look forward to further episodes with this charming, Colombian witch!"
Always a Witch,Too Much Authenticity Lost in Translation,"While the acting isn't stellar, it's not a bad show, but the voice-overs are kind of annoying. It is set in Cartegena for crying out loud. The actors shouldn't have American accents.Carmen slid into modern speak too easily--not with technological stuff, thank God, but the way she speaks is not from her era. I feel she should have struggled more with that."
Always a Witch,MISSED OPPORTUNITY!!!,Comentario no disponible
Always a Witch,Binged the whole show in 2 days,"Great show, the soundtrack is amazing, characters that you can get connected to, its just a good show overall. The plot is centered around love and loss with an exciting twist of magic and time travel. The first season only has 10 episodes at around 30 minutes each, I wish it was longer but it has a solid ending which leaves you satisfied while also leaving you wanting for more. I would recommend this show to everyone because of the mix of romance, action, mystery, a bit of drama and fantasy elements."
Always a Witch,Always a Witch,"This Colombian series opens in seventeenth century Cartagena where slave Carmen Eguiluz is about to be burnt at the stake for witchcraft. This is largely inspired by the fact that she is in a forbidden relationship with the son of wealthy Spanish family. The execution appears to take place but then she walks out of the sea... in the twenty-first century. We later learn she has made a deal with immortal wizard Aldemar... if she can save somebody for Aldemar she will be able to return to her own time and have her relationship. He warned her that there is a dangerous wizard who will try to stop her and somebody is murdering women accused of witchcraft. Once in the present she quickly makes friends and learns about freedoms she couldn't dream of before. Most of her problems seem to be sorted as the first season ends but more appear in the second season... Carman's friend Johnny Ki manages to use a time portal and returns with a seventeenth century pirate and a would-be witch is threatening Carmen's safety through her actions.

It must be said that while this series is quite fun it is also rather lightweight. Its cast are mostly good looking young people and even when major characters appear to be in dangerous situations nobody is likely to think they won't get out of it; the only question is how. The acting might not be the greatest but it is decent enough. The stories, which are season long rather than episodic, are fun. I think I preferred the second series slightly more; it is just as light weight but Kobo the pirate is a fun addition to the cast of characters. The city of Cartagena is a fine setting; modern but with a real sense of history. Overall a fun watch; it might not be a must see show but it passes the time nicely. The conclusion of the second season leaves an opening for further stories; if we get another season I'll watch it.

These comments are based on watching the series in Spanish with English subtitles so I can't comment on the quality of the English dubbing."
Always a Witch,Amateur hour,"I am sure that Colombia has very competent movie directors that would love to work with Netflix. Unfortunately they were not part of this work. First, although the idea has potential, the script is substandard. Second, the characters are poorly designed. Third, there is no connection between the scenes. One second a video is uploaded, the next second a crime is being reported. What crime? Who found it? Who uploaded the video? Nothing makes sense."
Always a Witch,We all have a past.,Comentario no disponible
Always a Witch,Enchanting and mystical with time travel thrown in,Comentario no disponible
Always a Witch,"The dubbed version ruins it, just watch in Spanish with subtitles","I needed to watch something while I was down with a bad cold. I love a show with a black girl lead anyway, so I checked it out. It's a supernatural teen drama, but with an interesting connection to the past, as our heroine, Carmen, is a witch from 1649. She's a slave and in love with the son of the master. I cannot roll my eyes hard enough at this nonsense. I stuck with it and it's a fun show, it reminds me of BuffyTVS what with all the magic and friendship. I hope the second season has better writing around her slave past because right now, it's infuriating. The thing that kept me going was taking the advice to turn off the overdubbing and watch in Spanish with subtitles; OMG it's so much better. And Carmen has amazing hair,js."
Always a Witch,It was pretty good,Comentario no disponible
Always a Witch,Completely Binge Worthy,"I enjoy fantasy, especially stories of witches. This perfectly blends two worlds, past and present, to make an entralling story you'll want to watch to the end. Took one star away because it was dubbed in English. Would have liked to hear the actors real voices and read the captions along with it."
Always a Witch,All right,"I did enjoy this series... at first it seemed really promising, but it did go downhill a bit for me. A lot of things happened that didn't really make sense to me, but hey, I definitely liked it more than the new Netflix Sabrina series."
Always a Witch,Complete waste of time,"I actually felt disrespected enough by the lame acting, lazy direction and laughable story to create an IMDB account and warn everyone . Do not waste your time in this. Through the episode 1 you feel the Complete lack of interest in making a quality show."
Always a Witch,Refreshinginly Different,"As a paranormal television series it is different and delightful. The acting isn't the best; however, the storyline is thrilling and at times comical. I'm only on episode 7 so I don't know the ending to season one. I think it will be good. Like the other reviewers, I was hooked after the first episode and I'm sure you will be too."
Always a Witch,Binged the whole season 1 overnight,It's so magical and educational at the same time. I didn't know that Colombians are this good in creating a tv series.
Always a Witch,Worth the try,"Interesting story, good production and the whole series is entertaining. It could use better writing though. Some scenes look ridiculous. Overall, the result is good. It's entertaining enough and touches the issues of slavery and women's rights in a way that makes you think instead of making you feel guilty. Please prefer to watch this in Spanish. The original language is always better."
Always a Witch,"Bad Acting, Bad Voice-Overs","Uh. I can't find ANY good Sci Fi or fantasy lately. This wasn't good at all. Firstly, it has to be translated into English. The people doing the voice overs did a terrible job. The production on the show was ok, but badly edited. Then, you have to listen to the bad acting on the voice overs which makes this unwatchable. I made it through 20 minutes, then went to find something else to watch."
Always a Witch,I DIDN'T WANT TO STOP WATCHING!,"Wow please bring a season 2. I love this show. It is so good I wait for there to be a season 2. I so hope! Keep this going please. I enjoyed the story-line also the acting. This is so different from other witch shows. This is not a sexualized show or a whole lot of body showing. This show focused on the story and you get good acting. You have no idea where it's going and that is good. You will be surprised! It also offered some comedy with Johnny Ki's character.

Overall this is a show to watch and I'm waiting for a second season."
Always a Witch,Beautifully Misunderstood (soft spoilers),Comentario no disponible
Always a Witch,Really messed up black history month on this one.,A black witch goes to modern times and falls in love with her slave master. The writers couldn't be more ignorant if they tried.
Always a Witch,Colourful teen drama,"Love the setting of the beautiful old city, the everlasting summer, the skimpy tops and the rum, the silly and cute acting, the predictable story, time traveling and catchy music. Perfect entertainment in the semi background a gray winter afternoon. The story telling must be right somehow and I do find the characters likable. Want to see more. Gib me season 3 right away plz? It's not the best thing ever but I could easily watch some more."
Mo,,
"Martin Matte: La vie, la mort... eh la la..!",,
George Lopez: Why You Crying?,,
Babies,,
StarBeam: Halloween Hero,,
Billu,,
Motu Patlu the Superheroes – Super Villains from Mars,,
Velvet Colección: Grand Finale,,
Sinbad: Afros and Bellbottoms,,
Motu Patlu in the City of Gold,,
800 Meters,,
Kibaoh Klashers,,
Rima,,
Chicken Soup for the Soul's Being Dad,,
Alien TV,,
LOL,,
In Line,,
Glitch Techs,Pure Unbridled Fun,"Glitch Techs is a very, VERY good cartoon and might be the best thing Nickelodeon has put out in years. Despite a few uses of outdated gamer slang at times as well as the phrase ""Like a boss"" at one point (although to be fair it was said by a character that was meant to be obnoxious), the writing is solid overall with quickly paced delivery that works most of the time, with characters that complement the writing very well. Five and Miko are very charming and well developed protagonists, and not at one point do they border on annoying or intolerable. The music is also fantastic, it might be one of the best soundtracks to an animated show I've heard in a long time. And the animation is STUNNING. The lighting and colours are eye popping and the fluidity and kinetic energy of each action scene is truly a sight to behold. It's been a long time since there's been a major action cartoon, but Glitch Techs looks to fill in that gap. I hope that more people see this as we only have nine episodes so far and more should definitely be made. Please support this show if you want more original animated content in the future."
